idx,t_us,evt,core,prio,task_id,aux,evt_name
637,49938373,3,0,1,3,0,TICK
638,49938382,3,0,1,3,0,TICK
639,49938391,3,0,1,3,0,TICK
640,49938400,3,0,1,3,0,TICK
641,49938410,3,0,1,3,0,TICK
642,49938419,3,0,1,3,0,TICK
643,49938428,3,0,1,3,0,TICK
644,49938437,3,0,1,3,0,TICK
645,49938446,3,0,1,3,0,TICK
646,49938455,3,0,1,3,0,TICK
647,49938464,3,0,1,3,0,TICK
648,49938473,3,0,1,3,0,TICK
649,49938482,3,0,1,3,0,TICK
650,49938491,3,0,1,3,0,TICK
651,49938501,3,0,1,3,0,TICK
652,49938510,3,0,1,3,0,TICK
653,49938519,3,0,1,3,0,TICK
654,49938528,3,0,1,3,0,TICK
655,49938537,3,0,1,3,0,TICK
656,49938546,3,0,1,3,0,TICK
657,49938555,3,0,1,3,0,TICK
658,49938564,3,0,1,3,0,TICK
659,49938573,3,0,1,3,0,TICK
660,49938582,3,0,1,3,0,TICK
661,49938590,2,0,1,3,0,SW_OUT
662,49938598,1,0,1,2,0,SW_IN
663,49938970,3,0,1,2,0,TICK
664,49938977,2,0,1,2,0,SW_OUT
665,49938985,1,0,1,1,0,SW_IN
666,49939969,3,0,1,1,0,TICK
667,49939977,2,0,1,1,0,SW_OUT
668,49939984,1,0,1,4,0,SW_IN
669,49940972,3,0,1,4,0,TICK
670,49940979,2,0,1,4,0,SW_OUT
671,49940988,1,0,1,5,0,SW_IN
672,49941969,3,0,1,5,0,TICK
673,49941977,2,0,1,5,0,SW_OUT
674,49941986,1,0,1,3,0,SW_IN
675,49942969,3,0,1,3,0,TICK
676,49942977,2,0,1,3,0,SW_OUT
677,49942985,1,0,1,2,0,SW_IN
678,49943969,3,0,1,2,0,TICK
679,49943977,2,0,1,2,0,SW_OUT
680,49943985,1,0,1,1,0,SW_IN
681,49944969,3,0,1,1,0,TICK
682,49944977,2,0,1,1,0,SW_OUT
683,49944985,1,0,1,0,0,SW_IN
684,49945110,2,0,1,0,0,SW_OUT
685,49945119,1,0,1,4,0,SW_IN
686,49945969,3,0,1,4,0,TICK
687,49945977,2,0,1,4,0,SW_OUT
688,49945986,1,0,1,5,0,SW_IN
689,49946969,3,0,1,5,0,TICK
690,49946978,2,0,1,5,0,SW_OUT
691,49946986,1,0,1,3,0,SW_IN
692,49947969,3,0,1,3,0,TICK
693,49947977,2,0,1,3,0,SW_OUT
694,49947985,1,0,1,2,0,SW_IN
695,49948969,3,0,1,2,0,TICK
696,49948977,2,0,1,2,0,SW_OUT
697,49948985,1,0,1,1,0,SW_IN
698,49949969,3,0,1,1,0,TICK
699,49949977,2,0,1,1,0,SW_OUT
700,49949984,1,0,1,4,0,SW_IN
701,49950969,3,0,1,4,0,TICK
702,49950977,2,0,1,4,0,SW_OUT
703,49950986,1,0,1,5,0,SW_IN
704,49951969,3,0,1,5,0,TICK
705,49951977,2,0,1,5,0,SW_OUT
706,49951986,1,0,1,3,0,SW_IN
707,49952969,3,0,1,3,0,TICK
708,49952977,2,0,1,3,0,SW_OUT
709,49952985,1,0,1,2,0,SW_IN
710,49953969,3,0,1,2,0,TICK
711,49953977,2,0,1,2,0,SW_OUT
712,49953985,1,0,1,1,0,SW_IN
713,49954969,3,0,1,1,0,TICK
714,49954977,2,0,1,1,0,SW_OUT
715,49954985,1,0,1,4,0,SW_IN
716,49955969,3,0,1,4,0,TICK
717,49955977,2,0,1,4,0,SW_OUT
718,49955986,1,0,1,5,0,SW_IN
719,49956969,3,0,1,5,0,TICK
720,49956978,2,0,1,5,0,SW_OUT
721,49956986,1,0,1,3,0,SW_IN
722,49957969,3,0,1,3,0,TICK
723,49957977,2,0,1,3,0,SW_OUT
724,49957985,1,0,1,2,0,SW_IN
725,49958969,3,0,1,2,0,TICK
726,49958977,2,0,1,2,0,SW_OUT
727,49958985,1,0,1,1,0,SW_IN
728,49959634,2,0,1,1,0,SW_OUT
729,49959642,1,0,1,4,0,SW_IN
730,49959969,3,0,1,4,0,TICK
731,49959977,2,0,1,4,0,SW_OUT
732,49959986,1,0,1,5,0,SW_IN
733,49960969,3,0,1,5,0,TICK
734,49960978,2,0,1,5,0,SW_OUT
735,49960986,1,0,1,3,0,SW_IN
736,49961969,3,0,1,3,0,TICK
737,49961977,2,0,1,3,0,SW_OUT
738,49961985,1,0,1,2,0,SW_IN
739,49962969,3,0,1,2,0,TICK
740,49962977,2,0,1,2,0,SW_OUT
741,49962985,1,0,1,1,0,SW_IN
742,49963969,3,0,1,1,0,TICK
743,49963977,2,0,1,1,0,SW_OUT
744,49963985,1,0,1,4,0,SW_IN
745,49964969,3,0,1,4,0,TICK
746,49964977,2,0,1,4,0,SW_OUT
747,49964986,1,0,1,5,0,SW_IN
748,49965969,3,0,1,5,0,TICK
749,49965978,2,0,1,5,0,SW_OUT
750,49965986,1,0,1,3,0,SW_IN
751,49966969,3,0,1,3,0,TICK
752,49966977,2,0,1,3,0,SW_OUT
753,49966985,1,0,1,2,0,SW_IN
754,49967969,3,0,1,2,0,TICK
755,49967977,2,0,1,2,0,SW_OUT
756,49967985,1,0,1,1,0,SW_IN
757,49968969,3,0,1,1,0,TICK
758,49968977,2,0,1,1,0,SW_OUT
759,49968984,1,0,1,4,0,SW_IN
760,49969969,3,0,1,4,0,TICK
761,49969977,2,0,1,4,0,SW_OUT
762,49969986,1,0,1,5,0,SW_IN
763,49970969,3,0,1,5,0,TICK
764,49970978,2,0,1,5,0,SW_OUT
765,49970986,1,0,1,3,0,SW_IN
766,49971969,3,0,1,3,0,TICK
767,49971977,2,0,1,3,0,SW_OUT
768,49971985,1,0,1,2,0,SW_IN
769,49972292,2,0,1,2,0,SW_OUT
770,49972300,1,0,1,1,0,SW_IN
771,49972969,3,0,1,1,0,TICK
772,49972977,2,0,1,1,0,SW_OUT
773,49972984,1,0,1,4,0,SW_IN
774,49973969,3,0,1,4,0,TICK
775,49973977,2,0,1,4,0,SW_OUT
776,49973986,1,0,1,5,0,SW_IN
777,49974969,3,0,1,5,0,TICK
778,49974978,2,0,1,5,0,SW_OUT
779,49974986,1,0,1,3,0,SW_IN
780,49975850,2,0,1,3,0,SW_OUT
781,49975858,1,0,1,2,0,SW_IN
782,49975969,3,0,1,2,0,TICK
783,49975977,2,0,1,2,0,SW_OUT
784,49975985,1,0,1,1,0,SW_IN
785,49976969,3,0,1,1,0,TICK
786,49976977,2,0,1,1,0,SW_OUT
787,49976984,1,0,1,4,0,SW_IN
788,49977969,3,0,1,4,0,TICK
789,49977977,2,0,1,4,0,SW_OUT
790,49977986,1,0,1,5,0,SW_IN
791,49978659,2,0,1,5,0,SW_OUT
792,49978668,1,0,1,3,0,SW_IN
793,49978969,3,0,1,3,0,TICK
794,49978977,2,0,1,3,0,SW_OUT
795,49978985,1,0,1,2,0,SW_IN
796,49979969,3,0,1,2,0,TICK
797,49979977,2,0,1,2,0,SW_OUT
798,49979985,1,0,1,1,0,SW_IN
799,49980969,3,0,1,1,0,TICK
800,49980977,2,0,1,1,0,SW_OUT
801,49980985,1,0,1,4,0,SW_IN
802,49981467,2,0,1,4,0,SW_OUT
803,49981475,1,0,1,5,0,SW_IN
804,49981969,3,0,1,5,0,TICK
805,49981977,2,0,1,5,0,SW_OUT
806,49981986,1,0,1,3,0,SW_IN
807,49982969,3,0,1,3,0,TICK
808,49982977,2,0,1,3,0,SW_OUT
809,49982985,1,0,1,2,0,SW_IN
810,49983969,3,0,1,2,0,TICK
811,49983977,2,0,1,2,0,SW_OUT
812,49983985,1,0,1,1,0,SW_IN
813,49984969,3,0,1,1,0,TICK
814,49984977,2,0,1,1,0,SW_OUT
815,49984984,1,0,1,4,0,SW_IN
816,49985969,3,0,1,4,0,TICK
817,49985977,2,0,1,4,0,SW_OUT
818,49985986,1,0,1,5,0,SW_IN
819,49986969,3,0,1,5,0,TICK
820,49986978,2,0,1,5,0,SW_OUT
821,49986986,1,0,1,3,0,SW_IN
822,49987969,3,0,1,3,0,TICK
823,49987977,2,0,1,3,0,SW_OUT
824,49987985,1,0,1,2,0,SW_IN
825,49988969,3,0,1,2,0,TICK
826,49988977,2,0,1,2,0,SW_OUT
827,49988985,1,0,1,1,0,SW_IN
828,49989969,3,0,1,1,0,TICK
829,49989977,2,0,1,1,0,SW_OUT
830,49989984,1,0,1,4,0,SW_IN
831,49990969,3,0,1,4,0,TICK
832,49990977,2,0,1,4,0,SW_OUT
833,49990986,1,0,1,5,0,SW_IN
834,49991969,3,0,1,5,0,TICK
835,49991977,2,0,1,5,0,SW_OUT
836,49991986,1,0,1,3,0,SW_IN
837,49992969,3,0,1,3,0,TICK
838,49992977,2,0,1,3,0,SW_OUT
839,49992985,1,0,1,2,0,SW_IN
840,49993969,3,0,1,2,0,TICK
841,49993977,2,0,1,2,0,SW_OUT
842,49993985,1,0,1,1,0,SW_IN
843,49994972,3,0,1,1,0,TICK
844,49994979,2,0,1,1,0,SW_OUT
845,49994987,1,0,1,4,0,SW_IN
846,49995969,3,0,1,4,0,TICK
847,49995977,2,0,1,4,0,SW_OUT
848,49995986,1,0,1,5,0,SW_IN
849,49996969,3,0,1,5,0,TICK
850,49996978,2,0,1,5,0,SW_OUT
851,49996986,1,0,1,3,0,SW_IN
852,49997969,3,0,1,3,0,TICK
853,49997977,2,0,1,3,0,SW_OUT
854,49997985,1,0,1,2,0,SW_IN
855,49998969,3,0,1,2,0,TICK
856,49998977,2,0,1,2,0,SW_OUT
857,49998985,1,0,1,0,0,SW_IN
858,49999223,2,0,1,0,0,SW_OUT
859,49999232,1,0,1,1,0,SW_IN
860,49999969,3,0,1,1,0,TICK
861,49999977,2,0,1,1,0,SW_OUT
862,49999984,1,0,1,4,0,SW_IN
863,50000969,3,0,1,4,0,TICK
864,50000977,2,0,1,4,0,SW_OUT
865,50000986,1,0,1,5,0,SW_IN
866,50001969,3,0,1,5,0,TICK
867,50001978,2,0,1,5,0,SW_OUT
868,50001986,1,0,1,3,0,SW_IN
869,50002969,3,0,1,3,0,TICK
870,50002977,2,0,1,3,0,SW_OUT
871,50002985,1,0,1,2,0,SW_IN
872,50003969,3,0,1,2,0,TICK
873,50003977,2,0,1,2,0,SW_OUT
874,50003985,1,0,1,1,0,SW_IN
875,50004235,2,0,1,1,0,SW_OUT
876,50004242,1,0,1,4,0,SW_IN
877,50004969,3,0,1,4,0,TICK
878,50004977,2,0,1,4,0,SW_OUT
879,50004986,1,0,1,5,0,SW_IN
880,50005969,3,0,1,5,0,TICK
881,50005977,2,0,1,5,0,SW_OUT
882,50005986,1,0,1,3,0,SW_IN
883,50006969,3,0,1,3,0,TICK
884,50006977,2,0,1,3,0,SW_OUT
885,50006985,1,0,1,2,0,SW_IN
886,50007969,3,0,1,2,0,TICK
887,50007977,2,0,1,2,0,SW_OUT
888,50007985,1,0,1,1,0,SW_IN
889,50008969,3,0,1,1,0,TICK
890,50008977,2,0,1,1,0,SW_OUT
891,50008984,1,0,1,4,0,SW_IN
892,50009969,3,0,1,4,0,TICK
893,50009977,2,0,1,4,0,SW_OUT
894,50009986,1,0,1,5,0,SW_IN
895,50010969,3,0,1,5,0,TICK
896,50010978,2,0,1,5,0,SW_OUT
897,50010986,1,0,1,3,0,SW_IN
898,50011969,3,0,1,3,0,TICK
899,50011977,2,0,1,3,0,SW_OUT
900,50011985,1,0,1,2,0,SW_IN
901,50012969,3,0,1,2,0,TICK
902,50012977,2,0,1,2,0,SW_OUT
903,50012985,1,0,1,1,0,SW_IN
904,50013969,3,0,1,1,0,TICK
905,50013977,2,0,1,1,0,SW_OUT
906,50013984,1,0,1,4,0,SW_IN
907,50014969,3,0,1,4,0,TICK
908,50014977,2,0,1,4,0,SW_OUT
909,50014986,1,0,1,5,0,SW_IN
910,50015969,3,0,1,5,0,TICK
911,50015978,2,0,1,5,0,SW_OUT
912,50015986,1,0,1,3,0,SW_IN
913,50016969,3,0,1,3,0,TICK
914,50016977,2,0,1,3,0,SW_OUT
915,50016985,1,0,1,2,0,SW_IN
916,50017551,2,0,1,2,0,SW_OUT
917,50017559,1,0,1,1,0,SW_IN
918,50017969,3,0,1,1,0,TICK
919,50017977,2,0,1,1,0,SW_OUT
920,50017984,1,0,1,4,0,SW_IN
921,50018969,3,0,1,4,0,TICK
922,50018977,2,0,1,4,0,SW_OUT
923,50018986,1,0,1,5,0,SW_IN
924,50019969,3,0,1,5,0,TICK
925,50019978,2,0,1,5,0,SW_OUT
926,50019986,1,0,1,3,0,SW_IN
927,50020371,2,0,1,3,0,SW_OUT
928,50020379,1,0,1,2,0,SW_IN
929,50020969,3,0,1,2,0,TICK
930,50020977,2,0,1,2,0,SW_OUT
931,50020985,1,0,1,1,0,SW_IN
932,50021969,3,0,1,1,0,TICK
933,50021977,2,0,1,1,0,SW_OUT
934,50021985,1,0,1,4,0,SW_IN
935,50022905,2,0,1,4,0,SW_OUT
936,50022913,1,0,1,5,0,SW_IN
937,50022969,3,0,1,5,0,TICK
938,50022977,2,0,1,5,0,SW_OUT
939,50022986,1,0,1,3,0,SW_IN
940,50023969,3,0,1,3,0,TICK
941,50023977,2,0,1,3,0,SW_OUT
942,50023985,1,0,1,2,0,SW_IN
943,50024969,3,0,1,2,0,TICK
944,50024977,2,0,1,2,0,SW_OUT
945,50024985,1,0,1,1,0,SW_IN
946,50025969,3,0,1,1,0,TICK
947,50025977,2,0,1,1,0,SW_OUT
948,50025984,1,0,1,4,0,SW_IN
949,50026969,3,0,1,4,0,TICK
950,50026977,2,0,1,4,0,SW_OUT
951,50026986,1,0,1,5,0,SW_IN
952,50027138,2,0,1,5,0,SW_OUT
953,50027147,1,0,1,3,0,SW_IN
954,50027969,3,0,1,3,0,TICK
955,50027977,2,0,1,3,0,SW_OUT
956,50027985,1,0,1,2,0,SW_IN
957,50028969,3,0,1,2,0,TICK
958,50028977,2,0,1,2,0,SW_OUT
959,50028985,1,0,1,1,0,SW_IN
960,50029969,3,0,1,1,0,TICK
961,50029977,2,0,1,1,0,SW_OUT
962,50029984,1,0,1,4,0,SW_IN
963,50030969,3,0,1,4,0,TICK
964,50030977,2,0,1,4,0,SW_OUT
965,50030986,1,0,1,5,0,SW_IN
966,50031969,3,0,1,5,0,TICK
967,50031977,2,0,1,5,0,SW_OUT
968,50031986,1,0,1,3,0,SW_IN
969,50032969,3,0,1,3,0,TICK
970,50032977,2,0,1,3,0,SW_OUT
971,50032985,1,0,1,2,0,SW_IN
972,50033969,3,0,1,2,0,TICK
973,50033977,2,0,1,2,0,SW_OUT
974,50033985,1,0,1,1,0,SW_IN
975,50034969,3,0,1,1,0,TICK
976,50034977,2,0,1,1,0,SW_OUT
977,50034984,1,0,1,4,0,SW_IN
978,50035969,3,0,1,4,0,TICK
979,50035977,2,0,1,4,0,SW_OUT
980,50035986,1,0,1,5,0,SW_IN
981,50036969,3,0,1,5,0,TICK
982,50036978,2,0,1,5,0,SW_OUT
983,50036986,1,0,1,3,0,SW_IN
984,50037969,3,0,1,3,0,TICK
985,50037977,2,0,1,3,0,SW_OUT
986,50037985,1,0,1,2,0,SW_IN
987,50038969,3,0,1,2,0,TICK
988,50038977,2,0,1,2,0,SW_OUT
989,50038985,1,0,1,1,0,SW_IN
990,50039969,3,0,1,1,0,TICK
991,50039977,2,0,1,1,0,SW_OUT
992,50039984,1,0,1,4,0,SW_IN
993,50040969,3,0,1,4,0,TICK
994,50040977,2,0,1,4,0,SW_OUT
995,50040986,1,0,1,5,0,SW_IN
996,50041969,3,0,1,5,0,TICK
997,50041978,2,0,1,5,0,SW_OUT
998,50041986,1,0,1,3,0,SW_IN
999,50042969,3,0,1,3,0,TICK
1000,50042977,2,0,1,3,0,SW_OUT
1001,50042985,1,0,1,2,0,SW_IN
1002,50043969,3,0,1,2,0,TICK
1003,50043977,2,0,1,2,0,SW_OUT
1004,50043985,1,0,1,1,0,SW_IN
1005,50044969,3,0,1,1,0,TICK
1006,50044977,2,0,1,1,0,SW_OUT
1007,50044984,1,0,1,4,0,SW_IN
1008,50045969,3,0,1,4,0,TICK
1009,50045977,2,0,1,4,0,SW_OUT
1010,50045986,1,0,1,5,0,SW_IN
1011,50046969,3,0,1,5,0,TICK
1012,50046977,2,0,1,5,0,SW_OUT
1013,50046986,1,0,1,3,0,SW_IN
1014,50047969,3,0,1,3,0,TICK
1015,50047977,2,0,1,3,0,SW_OUT
1016,50047985,1,0,1,2,0,SW_IN
1017,50048972,3,0,1,2,0,TICK
1018,50048979,2,0,1,2,0,SW_OUT
1019,50048987,1,0,1,1,0,SW_IN
1020,50049248,2,0,1,1,0,SW_OUT
1021,50049256,1,0,1,4,0,SW_IN
1022,50049969,3,0,1,4,0,TICK
1023,50049977,2,0,1,4,0,SW_OUT
