idx;t_us;evt;core;prio;task_id;aux
529;722994;3;0;1;4;0
530;723994;3;0;1;4;0
531;724994;3;0;1;4;0
532;725996;3;0;1;4;0
533;726994;3;0;1;4;0
534;727994;3;0;1;4;0
535;728994;3;0;1;4;0
536;729994;3;0;1;4;0
537;730994;3;0;1;4;0
538;731994;3;0;1;4;0
539;732994;3;0;1;4;0
540;733994;3;0;1;4;0
541;734996;3;0;1;4;0
542;735121;2;0;1;4;0
543;735129;1;0;1;0;0
544;735148;2;0;1;0;0
545;735157;1;0;1;5;0
546;735994;3;0;1;5;0
547;736994;3;0;1;5;0
548;737996;3;0;1;5;0
549;738994;3;0;1;5;0
550;739994;3;0;1;5;0
551;740994;3;0;1;5;0
552;741994;3;0;1;5;0
553;742994;3;0;1;5;0
554;743994;3;0;1;5;0
555;744994;3;0;1;5;0
556;745994;3;0;1;5;0
557;746994;3;0;1;5;0
558;747994;3;0;1;5;0
559;748994;3;0;1;5;0
560;749994;3;0;1;5;0
561;750994;3;0;1;5;0
562;751994;3;0;1;5;0
563;752994;3;0;1;5;0
564;753994;3;0;1;5;0
565;754996;3;0;1;5;0
566;755994;3;0;1;5;0
567;756994;3;0;1;5;0
568;757994;3;0;1;5;0
569;758994;3;0;1;5;0
570;759994;3;0;1;5;0
571;760994;3;0;1;5;0
572;761994;3;0;1;5;0
573;762994;3;0;1;5;0
574;763994;3;0;1;5;0
575;764994;3;0;1;5;0
576;765807;2;0;1;5;0
577;765815;1;0;1;1;0
578;765994;3;0;1;1;0
579;766994;3;0;1;1;0
580;767994;3;0;1;1;0
581;768994;3;0;1;1;0
582;769994;3;0;1;1;0
583;770994;3;0;1;1;0
584;771994;3;0;1;1;0
585;772994;3;0;1;1;0
586;773994;3;0;1;1;0
587;774994;3;0;1;1;0
588;775994;3;0;1;1;0
589;776994;3;0;1;1;0
590;777994;3;0;1;1;0
591;778994;3;0;1;1;0
592;779994;3;0;1;1;0
593;780994;3;0;1;1;0
594;781994;3;0;1;1;0
595;782994;3;0;1;1;0
596;783994;3;0;1;1;0
597;784994;3;0;1;1;0
598;785994;3;0;1;1;0
599;786994;3;0;1;1;0
600;787994;3;0;1;1;0
601;788994;3;0;1;1;0
602;789994;3;0;1;1;0
603;790994;3;0;1;1;0
604;791994;3;0;1;1;0
605;792994;3;0;1;1;0
606;793994;3;0;1;1;0
607;794994;3;0;1;1;0
608;795994;3;0;1;1;0
609;796448;2;0;1;1;0
610;796456;1;0;1;0;0
611;796475;2;0;1;0;0
612;796483;1;0;0;0;0
613;796994;3;0;0;0;0
614;797994;3;0;0;0;0
615;798994;3;0;0;0;0
616;799994;3;0;0;0;0
617;800994;3;0;0;0;0
618;801994;3;0;0;0;0
619;802994;3;0;0;0;0
620;803994;3;0;0;0;0
621;804994;3;0;0;0;0
622;805994;3;0;0;0;0
623;806994;3;0;0;0;0
624;807994;3;0;0;0;0
625;808994;3;0;0;0;0
626;809994;3;0;0;0;0
627;810994;3;0;0;0;0
628;811994;3;0;0;0;0
629;812994;3;0;0;0;0
630;813994;3;0;0;0;0
631;814994;3;0;0;0;0
632;815996;3;0;0;0;0
633;816004;2;0;0;0;0
634;816012;1;0;1;0;0
635;816032;2;0;1;0;0
636;816040;1;0;0;0;0
637;816994;3;0;0;0;0
638;817994;3;0;0;0;0
639;818994;3;0;0;0;0
640;819994;3;0;0;0;0
641;820994;3;0;0;0;0
642;821994;3;0;0;0;0
643;822994;3;0;0;0;0
644;823994;3;0;0;0;0
645;824994;3;0;0;0;0
646;825994;3;0;0;0;0
647;826994;3;0;0;0;0
648;827994;3;0;0;0;0
649;828994;3;0;0;0;0
650;829994;3;0;0;0;0
651;830994;3;0;0;0;0
652;831994;3;0;0;0;0
653;832994;3;0;0;0;0
654;833994;3;0;0;0;0
655;834994;3;0;0;0;0
656;835996;3;0;0;0;0
